date,text,id,stance ,location,clean text,tokens,City
2/20/2020 12:07,@TurkiAldakhil : فكرة #اكتتاب_أرامكو عند ولي العهد محمد بن سلمان منذ سبع سنوات @thmanyah,1.23e+18,Natural,Not Given, فكره اكتابارامكو عند ولي العهد محمد بن سلمان منذ سبع سنوات ,"['فكره', 'اكتابارامكو', 'عند', 'ولي', 'العهد', 'محمد', 'بن', 'سلمان', 'منذ', 'سبع', 'سنوات']",Not Given
2/20/2020 11:35,بداية تداول اكتتاب #ارامكو كنت احلل على اطار الدقيقة ثم ربع ساعة ثم 150 دقيقة حتى وصلت اليوم و صار هناك ترند هابط يعتد به على الاطار اليومي! اختراق هذا الترند مؤشر إيجابي للسهم و بالله التوفيق. ,1.23e+18,Natural,‏﮼قلب ‏﮼الطائف,بدايه تداول اكتاب ارامكو كنت احل علي اطار الدقيقه ثم ربع ساعه ثم 150 دقيقه حتي وصلت اليوم و صار هناك ترند هابط يعتد به علي الاطار اليومي اختراق هذا الترند مؤشر ايجابي لسهم و باله التوفيق ,"['بدايه', 'تداول', 'اكتاب', 'ارامكو', 'كنت', 'احل', 'علي', 'اطار', 'الدقيقه', 'ثم', 'ربع', 'ساعه', 'ثم', '150', 'دقيقه', 'حتي', 'وصلت', 'اليوم', 'و', 'صار', 'هناك', 'ترند', 'هابط', 'يعتد', 'به', 'علي', 'الاطار', 'اليومي', 'اختراق', 'هذا', 'الترند', 'مؤشر', 'ايجابي', 'لسهم', 'و', 'باله', 'التوفيق']",Taif
2/20/2020 11:12,هذا عاد موب كيس لكن قريت ان سبب نجاح اكتتاب ارامكو لان كل المساهميين من الخليج والسعودية عشان كذا مبس سجن بعضهم في ريتز واذا الدولة ماشافت مساهمين من الخارج فيطلع كل القصة كذب بكذب وبتفشل الروية — والله مالي دخل ,1.23e+18,Natural,"Khobar,KSA ",هذا عاد موب كيس لكن قريت ان سب نجاح اكتاب ارامكو لان كل المساهمين من الخليج والسعوديه عشان كذا مبس سجن بعضهم في ريتز واذا الدوله ماشافت مساهمين من الخارج فيطلع كل القصه كذب بكذب وبتفشل الرويه — واله مالي دخل ,"['هذا', 'عاد', 'موب', 'كيس', 'لكن', 'قريت', 'ان', 'سب', 'نجاح', 'اكتاب', 'ارامكو', 'لان', 'كل', 'المساهمين', 'من', 'الخليج', 'والسعوديه', 'عشان', 'كذا', 'مبس', 'سجن', 'بعضهم', 'في', 'ريتز', 'واذا', 'الدوله', 'ماشافت', 'مساهمين', 'من', 'الخارج', 'فيطلع', 'كل', 'القصه', 'كذب', 'بكذب', 'وبتفشل', 'الرويه', 'واله', 'مالي', 'دخل']",Other Country
2/20/2020 7:02, مـﻧـــ الخاصــ عندي 400 سهم اكتتاب ارامكو ومحتاج مبلغ ضروري. وش رايكم ابيعها او انتظر ممكن يرتفع سعرها,1.23e+18,Natural,Riyadh, م الخاص عندي 40 سهم اكتاب ارامكو ومحتاج مبلغ ضروري وش رايكم ابيعها او انتظر مكن يرتفع سعرها,"['م', 'الخاص', 'عندي', '40', 'سهم', 'اكتاب', 'ارامكو', 'ومحتاج', 'مبلغ', 'ضروري', 'وش', 'رايكم', 'ابيعها', 'او', 'انتظر', 'مكن', 'يرتفع', 'سعرها']",Riyadh
2/20/2020 3:26,@riyadcapital السلام عليكم تم بيع اسهم اكتتاب أرامكو من ثلاث ايام ومانزل بالحساب المبلغ !؟,1.23e+18,Natural,Not Given, السلام عليكم تم بيع اسهم اكتاب ارامكو من ثلاث ايام ومانزل بالحساب المبلغ ,"['السلام', 'عليكم', 'تم', 'بيع', 'اسهم', 'اكتاب', 'ارامكو', 'من', 'ثلاث', 'ايام', 'ومانزل', 'بالحساب', 'المبلغ']",Not Given
2/19/2020 22:43,@AskRiyadBank السلام عليكم تم بيع اسهم اكتتاب أرامكو من ثلاث ايام ومانزل بالحساب المبلغ !؟,1.23e+18,Natural,جــــــــــــدة, السلام عليكم تم بيع اسهم اكتاب ارامكو من ثلاث ايام ومانزل بالحساب المبلغ ,"['السلام', 'عليكم', 'تم', 'بيع', 'اسهم', 'اكتاب', 'ارامكو', 'من', 'ثلاث', 'ايام', 'ومانزل', 'بالحساب', 'المبلغ']",Jeddah
2/19/2020 21:08,المملكة تتحرك في الاتجاه الصحيح في مجال الاستثمار ولكن للأسف احد اكبر معطلات الاستثمار هو #اغلاق_المحلات_وقت_الصلاة4 واكبر الادلة مايحدث في #اكتتاب_أرامكو محطات البنزين تغلق ٥ ساعات في اليوم مما يؤدي الى قلة الربحية والبيع والخسائر لارامكو وشركائها في الاكتتاب,1.23e+18,Positive,Hala Madrid ⚔️🏆,الملكه تحرك في الاتجاه الصحيح في مجال الاستثمار ولكن لاسف احد اكبر معطلات الاستثمار هو اغلاقالمحلاتوقتالصلاه4 واكبر الادله مايحدث في اكتابارامكو محطات البنزين تغلق ٥ ساعات في اليوم ما يؤدي الي قله الربحيه والبيع والخسائر لارامكو وشركائها في الاكتاب,"['الملكه', 'تحرك', 'في', 'الاتجاه', 'الصحيح', 'في', 'مجال', 'الاستثمار', 'ولكن', 'لاسف', 'احد', 'اكبر', 'معطلات', 'الاستثمار', 'هو', 'اغلاقالمحلاتوقتالصلاه4', 'واكبر', 'الادله', 'مايحدث', 'في', 'اكتابارامكو', 'محطات', 'البنزين', 'تغلق', '٥', 'ساعات', 'في', 'اليوم', 'ما', 'يؤدي', 'الي', 'قله', 'الربحيه', 'والبيع', 'والخسائر', 'لارامكو', 'وشركائها', 'في', 'الاكتاب']",Other Country
2/19/2020 21:01,نفسه اتصلت علي وقت اكتتاب ارامكو ومزعجة جدا جدا جدا مهما حاولت تقفل او ماترد على الاتصال مزعجة بشكل,1.23e+18,Natural,Hala Madrid ⚔️🏆,نفسه اتصلت علي وقت اكتاب ارامكو ومزعجه جدا جدا جدا مهما حاولت تقفل او ماترد علي الاتصال مزعجه بشكل,"['نفسه', 'اتصلت', 'علي', 'وقت', 'اكتاب', 'ارامكو', 'ومزعجه', 'جدا', 'جدا', 'جدا', 'مهما', 'حاولت', 'تقفل', 'او', 'ماترد', 'علي', 'الاتصال', 'مزعجه', 'بشكل']",Other Country
2/19/2020 20:57,ابو فيصل لاهنت اكتتاب الحبيب رايك فيه وهل اول يومين يفتح نسب زي ارامكو؟,1.23e+18,Natural,"Kingdom of Saudi Arabia, Kingdom of Saudi Arabia",ابو فيصل لاهنت اكتاب الحبيب رايك فيه وهل اول يومين يفتح نسب زي ارامكو,"['ابو', 'فيصل', 'لاهنت', 'اكتاب', 'الحبيب', 'رايك', 'فيه', 'وهل', 'اول', 'يومين', 'يفتح', 'نسب', 'زي', 'ارامكو']",Not Given
2/19/2020 20:55,حجم اسهم ارامكو تختلف عن حجم اسهم الحبيب ف في تقول ليش سهم اكتتاب الحبيب اغلى من سهم اكبر شركه في العالم .,1.23e+18,Natural,كُل أرضٍ محتله هي أرضي,حجم اسهم ارامكو تختلف عن حجم اسهم الحبيب ف في تقول ليش سهم اكتاب الحبيب اغلي من سهم اكبر شركه في العالم ,"['حجم', 'اسهم', 'ارامكو', 'تختلف', 'عن', 'حجم', 'اسهم', 'الحبيب', 'ف', 'في', 'تقول', 'ليش', 'سهم', 'اكتاب', 'الحبيب', 'اغلي', 'من', 'سهم', 'اكبر', 'شركه', 'في', 'العالم']",Other Country
2/19/2020 17:49,الجميع يسأل عن إكتتاب أرامكو وليس إكتئاب أرامكو,1.23e+18,Natural,Not Given,الجميع يسال عن اكتاب ارامكو وليس اكتئاب ارامكو,"['الجميع', 'يسال', 'عن', 'اكتاب', 'ارامكو', 'وليس', 'اكتئاب', 'ارامكو']",Not Given
2/19/2020 17:37,#اكتتاب_أرامكو #ارتفاع_اسعار_البنزين #ثم_طارت نزل مقطع انت ملك ، مع عرضة حبيب الشعب تحت المطر ...,1.23e+18,Negative,قمري,اكتابارامكو ارتفاعاسعارالبنزين ثمطارت نزل مقطع انت ملك مع عرضه حبيب الشعب تحت المطر ,"['اكتابارامكو', 'ارتفاعاسعارالبنزين', 'ثمطارت', 'نزل', 'مقطع', 'انت', 'ملك', 'مع', 'عرضه', 'حبيب', 'الشعب', 'تحت', 'المطر']",Other Country
2/19/2020 16:13,رغم مراقبة ومتابعة مرتزقة العرب وكلاب لندن وقناة الخنزيره وبيع جولدن ساكس وتعليقاتهم السلبيه حول #اكتتاب_ارامكو الا ان السهم استطاع ان يحافظ على روس اموال المكتتبين سهم عظيم في وطن عظيم ,1.23e+18,Positive,Not Given,رغم مراقبه ومتابعه مرتزقه العرب وكلاب لندن وقناه الخنزيره وبيع جولدن ساكس وتعليقاتهم السلبيه حول اكتابارامكو الا ان السهم استطاع ان يحافظ علي روس اموال المكتبين سهم عظيم في وطن عظيم ,"['رغم', 'مراقبه', 'ومتابعه', 'مرتزقه', 'العرب', 'وكلاب', 'لندن', 'وقناه', 'الخنزيره', 'وبيع', 'جولدن', 'ساكس', 'وتعليقاتهم', 'السلبيه', 'حول', 'اكتابارامكو', 'الا', 'ان', 'السهم', 'استطاع', 'ان', 'يحافظ', 'علي', 'روس', 'اموال', 'المكتبين', 'سهم', 'عظيم', 'في', 'وطن', 'عظيم']",Not Given
2/19/2020 9:30,كم نسبة تغطية اكتتاب ارامكو للافراد ,1.23e+18,Natural,Not Given,كم نسبه تغطيه اكتاب ارامكو لافراد ,"['كم', 'نسبه', 'تغطيه', 'اكتاب', 'ارامكو', 'لافراد']",Not Given
2/19/2020 8:20,والله يا أخ أحمد أنا لاحظت أن فيه عدد من أحبابنا اللي دخلوا السوق مع اكتتاب أرامكو ، عندهم مقارنات وتعليقات غريبة وعجيبة. طبعاً هم معذورون في ذلك كونهم جديدين على الشغلة ، لكن المشكلة انهم يتكلمون بوثوقية غربية وعجيبة !!,1.23e+18,Natural,kSA,واله يا اخ احمد انا لاحظت ان فيه عد من احبابنا الي دخلوا السوق مع اكتاب ارامكو عندهم مقارنات وتعليقات غريبه وعجيبه طبعاً هم معذورون في ذلك كونهم جديدين علي الشغله لكن المشكله انهم يتكلمون بوثوقيه غربيه وعجيبه ,"['واله', 'يا', 'اخ', 'احمد', 'انا', 'لاحظت', 'ان', 'فيه', 'عد', 'من', 'احبابنا', 'الي', 'دخلوا', 'السوق', 'مع', 'اكتاب', 'ارامكو', 'عندهم', 'مقارنات', 'وتعليقات', 'غريبه', 'وعجيبه', 'طبعا', 'هم', 'معذورون', 'في', 'ذلك', 'كونهم', 'جديدين', 'علي', 'الشغله', 'لكن', 'المشكله', 'انهم', 'يتكلمون', 'بوثوقيه', 'غربيه', 'وعجيبه']",Not Given
2/19/2020 8:19,لا اعلم متى ستصدق مع الشعب ي راشد وتكف عن الكذب والتظليل منذ طرح اكتتاب ارامكو الى يومنا هذا السهم لم يرتفع الا مره واحده فقط وصل الى 39 ومن بعدها وهو في نزول عن اي ايجابيات تتحدث لم يعد الشعب كما هو سابقاً مغفل تستطيع اللعب عليهم,1.23e+18,Negative,Not Given,لا اعلم متي ستصدق مع الشعب ي راشد وتكف عن الكذب والتظليل منذ طرح اكتاب ارامكو الي يومنا هذا السهم لم يرتفع الا مره واحده فقط وصل الي 39 ومن بعدها وهو في نزول عن اي ايجابيات تحدث لم يعد الشعب كما هو سابقاً مغفل تستطيع العب عليهم,"['لا', 'اعلم', 'متي', 'ستصدق', 'مع', 'الشعب', 'ي', 'راشد', 'وتكف', 'عن', 'الكذب', 'والتظليل', 'منذ', 'طرح', 'اكتاب', 'ارامكو', 'الي', 'يومنا', 'هذا', 'السهم', 'لم', 'يرتفع', 'الا', 'مره', 'واحده', 'فقط', 'وصل', 'الي', '39', 'ومن', 'بعدها', 'وهو', 'في', 'نزول', 'عن', 'اي', 'ايجابيات', 'تحدث', 'لم', 'يعد', 'الشعب', 'كما', 'هو', 'سابقا', 'مغفل', 'تستطيع', 'العب', 'عليهم']",Not Given
2/19/2020 8:09,الحاجة للديون في بعض القطاعات تكون مرتفعة بعكس بعض القطاعات ممكن احتياجها للديون يكون منخفض كذلك هامش الربح يختلف من قطاع لقطاع لا تقارن سعر اكتتاب سليمان الحبيب مع سهم ارامكو - كأنك تقارن تفاحة مع برتقالة الطريقة الصحيحة للمقارنة برتقالة مع برتقالة وتفاحة مع تفاحة ,1.23e+18,Natural,Not Given,الحاجه لديون في بعض القطاعات تكون مرتفعه بعكس بعض القطاعات مكن احتياجها لديون يكون منخفض كذلك هامش الربح يختلف من قطاع لقطاع لا تقارن سعر اكتاب سليمان الحبيب مع سهم ارامكو كانك تقارن تفاحه مع برتقاله الطريقه الصحيحه لمقارنه برتقاله مع برتقاله وتفاحه مع تفاحه ,"['الحاجه', 'لديون', 'في', 'بعض', 'القطاعات', 'تكون', 'مرتفعه', 'بعكس', 'بعض', 'القطاعات', 'مكن', 'احتياجها', 'لديون', 'يكون', 'منخفض', 'كذلك', 'هامش', 'الربح', 'يختلف', 'من', 'قطاع', 'لقطاع', 'لا', 'تقارن', 'سعر', 'اكتاب', 'سليمان', 'الحبيب', 'مع', 'سهم', 'ارامكو', 'كانك', 'تقارن', 'تفاحه', 'مع', 'برتقاله', 'الطريقه', 'الصحيحه', 'لمقارنه', 'برتقاله', 'مع', 'برتقاله', 'وتفاحه', 'مع', 'تفاحه']",Not Given
2/19/2020 5:08,اكتتاب سليمان الحبيب ٥٠ ريال واكتتاب ارامكو ٣٢ ريال,1.23e+18,Natural,", المملكة العربية السعودية",اكتاب سليمان الحبيب ٥٠ ريال واكتاب ارامكو ٣٢ ريال,"['اكتاب', 'سليمان', 'الحبيب', '٥٠', 'ريال', 'واكتاب', 'ارامكو', '٣٢', 'ريال']",Not Given
2/18/2020 21:26,اللي يقارن سعر اكتتاب مستشفى سليمان الحبيب مع أرامكو ويقول السهم غالي مثل اللي يقارن تفاحة مع برتقالة ,1.23e+18,Natural,Riyadh - Dammam ,الي يقارن سعر اكتاب مستشفي سليمان الحبيب مع ارامكو ويقول السهم غالي مثل الي يقارن تفاحه مع برتقاله ,"['الي', 'يقارن', 'سعر', 'اكتاب', 'مستشفي', 'سليمان', 'الحبيب', 'مع', 'ارامكو', 'ويقول', 'السهم', 'غالي', 'مثل', 'الي', 'يقارن', 'تفاحه', 'مع', 'برتقاله']",Other Country
2/18/2020 20:59,قلة خبره انا بديت تداول بعد اكتتاب ارامكو خسرت مبلغ 2200 ريال وتعلم الان ان انظر في مسار السهم للسنه كامل كي اعرف اين هي قمته واين هو القاع مع الشراء على دفعات وعدم وضع حد خساره,1.23e+18,Natural,Riyadh - Dammam ,قله خبره انا بديت تداول بعد اكتاب ارامكو خسرت مبلغ 20 ريال وتعلم الان ان انظر في مسار السهم لسنه كامل كي اعرف اين هي قمته واين هو القاع مع الشراء علي دفعات وعدم وضع حد خساره,"['قله', 'خبره', 'انا', 'بديت', 'تداول', 'بعد', 'اكتاب', 'ارامكو', 'خسرت', 'مبلغ', '20', 'ريال', 'وتعلم', 'الان', 'ان', 'انظر', 'في', 'مسار', 'السهم', 'لسنه', 'كامل', 'كي', 'اعرف', 'اين', 'هي', 'قمته', 'واين', 'هو', 'القاع', 'مع', 'الشراء', 'علي', 'دفعات', 'وعدم', 'وضع', 'حد', 'خساره']",Other Country
2/18/2020 20:53,@SambaCare تقدمت عن طريق موقع سامبا اون لاين بطلب بيع اسهم اكتتاب ارامكو . هل هذا يكفي ام يجب الحضور للبنك شخصيا .,1.23e+18,Natural,Riyadh - Dammam , تقدمت عن طريق موقع سامبا اون لاين بطلب بيع اسهم اكتاب ارامكو هل هذا يكفي ام يجب الحضور لبنك شخصيا ,"['تقدمت', 'عن', 'طريق', 'موقع', 'سامبا', 'اون', 'لاين', 'بطلب', 'بيع', 'اسهم', 'اكتاب', 'ارامكو', 'هل', 'هذا', 'يكفي', 'ام', 'يجب', 'الحضور', 'لبنك', 'شخصيا']",Other Country
2/18/2020 10:52,اقول لك في تغريده لك قبل اكتتاب أرامكو تقول ان اسهم أرامكو هديه الوطن للمواطنين فين الهدية يا بكاااااش,1.23e+18,Natural,المملكة العربية السعودية,اقول لك في تغريده لك قبل اكتاب ارامكو تقول ان اسهم ارامكو هديه الوطن لمواطنين فين الهديه يا بكاش,"['اقول', 'لك', 'في', 'تغريده', 'لك', 'قبل', 'اكتاب', 'ارامكو', 'تقول', 'ان', 'اسهم', 'ارامكو', 'هديه', 'الوطن', 'لمواطنين', 'فين', 'الهديه', 'يا', 'بكاش']",Not Given
2/18/2020 1:46,اعرفه فيه محطةلارامكو ومن اكتتاب ارامكو ماصار ينفع ازدحم بملاك السهم يطمنوا على محطتهم ,1.23e+18,Natural,Jeddah,اعرفه فيه محطهلارامكو ومن اكتاب ارامكو ماصار ينفع ازدحم بملاك السهم يطمنوا علي محطتهم ,"['اعرفه', 'فيه', 'محطهلارامكو', 'ومن', 'اكتاب', 'ارامكو', 'ماصار', 'ينفع', 'ازدحم', 'بملاك', 'السهم', 'يطمنوا', 'علي', 'محطتهم']",Jeddah
2/17/2020 13:25,معليش ياياسر خسرنا معاك كثير والله وخصوصا بالكثيري عشمتنا على ١٥٠ و١٦٠ و٢٠٠ علقنا وضيع علينا فرص كثيره وبعناه بخساره مايعلم به الا الله ضيعت اكتتاب ارامكو ومكشب ٢٠% بسبته,1.23e+18,Positive,Not Given,معليش ياياسر خسرنا معاك كثير واله وخصوصا بالكثيري عشمتنا علي ١٥٠ و١٦٠ و٢٠ علقنا وضيع علينا فرص كثيره وبعناه بخساره مايعلم به الا اله ضيعت اكتاب ارامكو ومكشب ٢٠ بسبته,"['معليش', 'ياياسر', 'خسرنا', 'معاك', 'كثير', 'واله', 'وخصوصا', 'بالكثيري', 'عشمتنا', 'علي', '١٥٠', 'و١٦٠', 'و٢٠', 'علقنا', 'وضيع', 'علينا', 'فرص', 'كثيره', 'وبعناه', 'بخساره', 'مايعلم', 'به', 'الا', 'اله', 'ضيعت', 'اكتاب', 'ارامكو', 'ومكشب', '٢٠', 'بسبته']",Not Given
2/17/2020 12:01,صحيح يااستاذ والدليل انك مشهور ولما تكتسب من الشهره الا كثير من الاعداء ولكن الحمد الله بعد اكتتاب ارامكو غيرت الصوره وبانت النعمه عليك انا اشك انك صرت احد الملاك الكبار وقريبا ترشح نفسك رئيس لنادي الاتحاد!!,1.23e+18,Natural,⁦,صحيح ياستاذ والدليل انك مشهور ولما تكتسب من الشهره الا كثير من الاعداء ولكن الحمد اله بعد اكتاب ارامكو غيرت الصوره وبانت النعمه عليك انا اشك انك صرت احد الملاك الكبار وقريبا ترشح نفسك رئيس لنادي الاتحاد,"['صحيح', 'ياستاذ', 'والدليل', 'انك', 'مشهور', 'ولما', 'تكتسب', 'من', 'الشهره', 'الا', 'كثير', 'من', 'الاعداء', 'ولكن', 'الحمد', 'اله', 'بعد', 'اكتاب', 'ارامكو', 'غيرت', 'الصوره', 'وبانت', 'النعمه', 'عليك', 'انا', 'اشك', 'انك', 'صرت', 'احد', 'الملاك', 'الكبار', 'وقريبا', 'ترشح', 'نفسك', 'رئيس', 'لنادي', 'الاتحاد']",Other Country
2/17/2020 10:49, من الخاص اسال متابعينك .. انا أكتتبت في اكتتاب أرامكو والحين ابا اعرف قيمة الأسهم وابيع وكذا بس ما اعرف كيف الطريقة . دلوني لطفاً ,1.23e+18,Natural,Not Given, من الخاص اسال متابعينك انا اكتبت في اكتاب ارامكو والحين ابا اعرف قيمه الاسهم وابيع وكذا بس ما اعرف كيف الطريقه دلوني لطفاً ,"['من', 'الخاص', 'اسال', 'متابعينك', 'انا', 'اكتبت', 'في', 'اكتاب', 'ارامكو', 'والحين', 'ابا', 'اعرف', 'قيمه', 'الاسهم', 'وابيع', 'وكذا', 'بس', 'ما', 'اعرف', 'كيف', 'الطريقه', 'دلوني', 'لطفا']",Not Given
2/17/2020 10:40,بعد نجاح إكتتاب #أرامكو. #مجموعة_سليمان_الحبيب الطبية تطرح جزء من أسهمها للاكتتاب. #مجموعة_سليمان_الحبيب #إكتتاب #تداول http://www.alvexo.ae/blog/business/suleiman-alhabib-group-joins-aramco?bn_aff=1417&amp;bn_cmp=2750093&amp;t_cmp=blog-business&amp;t_med=suleiman-alhabib-group-joins-aramco&amp;utm_source=Twitter&amp;utm_medium=Social&amp;utm_campaign=suleiman-alhabib-group-joins-aramco,1.23e+18,Natural,المملكة العربية السعودية,بعد نجاح اكتاب ارامكو مجموعهسليمانالحبيب الطبيه تطرح جزء من اسهمها لاكتاب مجموعهسليمانالحبيب اكتاب تداول ,"['بعد', 'نجاح', 'اكتاب', 'ارامكو', 'مجموعهسليمانالحبيب', 'الطبيه', 'تطرح', 'جزء', 'من', 'اسهمها', 'لاكتاب', 'مجموعهسليمانالحبيب', 'اكتاب', 'تداول']",Not Given
2/17/2020 10:17, مـﻧـــ الخاصــ اسال متابعينك .. انا أكتتبت في اكتتاب أرامكو والحين ابا اعرف قيمة الأسهم وابيع وكذا بس ما اعرف كيف الطريقة . دلوني لطفاً ,1.23e+18,Natural,المدينة المنورة, م الخاص اسال متابعينك انا اكتبت في اكتاب ارامكو والحين ابا اعرف قيمه الاسهم وابيع وكذا بس ما اعرف كيف الطريقه دلوني لطفاً ,"['م', 'الخاص', 'اسال', 'متابعينك', 'انا', 'اكتبت', 'في', 'اكتاب', 'ارامكو', 'والحين', 'ابا', 'اعرف', 'قيمه', 'الاسهم', 'وابيع', 'وكذا', 'بس', 'ما', 'اعرف', 'كيف', 'الطريقه', 'دلوني', 'لطفا']",Almadina
2/17/2020 9:18,حجم تغير قيم ملكية الأفراد والمؤسسات السعودية قبل وبعد اكتتاب شركة #أرامكو #السعودية بالقيمة المطلقة والنسبة المئوية. يلاحظ أن المستثمرين الأفراد قيمة تغير استثماراتهم اكبر مقارنة بالمؤسسات #صباح_الخيرᅠ,1.23e+18,Natural,Not Given,حجم تغير قيم ملكيه الافراد والمؤسات السعوديه قبل وبعد اكتاب شركه ارامكو السعوديه بالقيمه المطلقه والنسبه المئويه يلاحظ ان المستثمرين الافراد قيمه تغير استثماراتهم اكبر مقارنه بالمؤسات صباحالخيرᅠ,"['حجم', 'تغير', 'قيم', 'ملكيه', 'الافراد', 'والمؤسات', 'السعوديه', 'قبل', 'وبعد', 'اكتاب', 'شركه', 'ارامكو', 'السعوديه', 'بالقيمه', 'المطلقه', 'والنسبه', 'المئويه', 'يلاحظ', 'ان', 'المستثمرين', 'الافراد', 'قيمه', 'تغير', 'استثماراتهم', 'اكبر', 'مقارنه', 'بالمؤسات', 'صباحالخيرᅠ']",Not Given
2/17/2020 8:57,ويش صار على اكتتاب أرامكو حطين فلوسنا ونسينا منها,1.23e+18,Natural,"المدينة المنورة, المملكة العربية السعودية",ويش صار علي اكتاب ارامكو حطين فلوسنا ونسينا منها,"['ويش', 'صار', 'علي', 'اكتاب', 'ارامكو', 'حطين', 'فلوسنا', 'ونسينا', 'منها']",Almadina
2/17/2020 8:21,الندم والله اكتتاب ارامكو,1.23e+18,Positive,"Riyadh, Kingdom of Saudi Arabia",الندم واله اكتاب ارامكو,"['الندم', 'واله', 'اكتاب', 'ارامكو']",Riyadh
2/17/2020 7:15,حساب المواطن لشهر فبراير ٢.٦ مليار ريال اضافة إلى بدل غلاء معيشة ١٠٠٠ يشمل محدودي الدخل والمتقاعدين والطلبة وفيه حافز ٢٠٠٠ لمن لم يجد وظيفة مافيه ضريبة دخل واذا ناسي اذكرك .وقت اكتتاب ارامكو غطوا الافراد اكثر من ٤٠٠% حوالي ٤٤٠ مليار وقبل نزول الرواتب بلد الخير يا حديثي النعمه,1.23e+18,Natural,"ابها, المملكة العربية السعودية",حساب المواطن لشهر فبراير ٢٦ مليار ريال اضافه الي بدل غلاء معيشه ١٠ يشمل محدودي الدخل والمتقاعدين والطلبه وفيه حافز ٢٠ لمن لم يجد وظيفه مافيه ضريبه دخل واذا ناسي اذكرك وقت اكتاب ارامكو غطوا الافراد اكثر من ٤٠ حوالي ٤٠ مليار وقبل نزول الرواتب بلد الخير يا حديثي النعمه,"['حساب', 'المواطن', 'لشهر', 'فبراير', '٢٦', 'مليار', 'ريال', 'اضافه', 'الي', 'بدل', 'غلاء', 'معيشه', '١٠', 'يشمل', 'محدودي', 'الدخل', 'والمتقاعدين', 'والطلبه', 'وفيه', 'حافز', '٢٠', 'لمن', 'لم', 'يجد', 'وظيفه', 'مافيه', 'ضريبه', 'دخل', 'واذا', 'ناسي', 'اذكرك', 'وقت', 'اكتاب', 'ارامكو', 'غطوا', 'الافراد', 'اكثر', 'من', '٤٠', 'حوالي', '٤٠', 'مليار', 'وقبل', 'نزول', 'الرواتب', 'بلد', 'الخير', 'يا', 'حديثي', 'النعمه']",Aseer Province
2/17/2020 6:06,اسالني عن اكتتاب أرامكو,1.23e+18,Natural,المملكة العربية السعودية,اسالني عن اكتاب ارامكو,"['اسالني', 'عن', 'اكتاب', 'ارامكو']",Not Given
2/17/2020 3:43,اكتتاب ارامكو ممتاز الهدف ٣٤.٦٠,1.23e+18,Positive,المملكة العربية السعودية,اكتاب ارامكو متاز الهدف ٣٤٦٠,"['اكتاب', 'ارامكو', 'متاز', 'الهدف', '٣٤٦٠']",Not Given
2/16/2020 22:43,القرار الاخير في تعيين وزير الماليه (!) لتسريع عملية الدمج كما حصل في عملية اكتتاب ارامكو والغاء سياسة الشفافية. تصبحون على خير وانا تحت امركم للاجابة على اي تساؤل قد سقط سهوا توضيحه فيما كتبت,1.23e+18,Natural,Not Given,القرار الاخير في تعين وزير الماليه لتسريع عمليه الدمج كما حصل في عمليه اكتاب ارامكو والغاء سياسه الشفافيه تصبحون علي خير وانا تحت امركم لاجابه علي اي تساؤل قد سقط سهوا توضيحه فيما كتبت,"['القرار', 'الاخير', 'في', 'تعين', 'وزير', 'الماليه', 'لتسريع', 'عمليه', 'الدمج', 'كما', 'حصل', 'في', 'عمليه', 'اكتاب', 'ارامكو', 'والغاء', 'سياسه', 'الشفافيه', 'تصبحون', 'علي', 'خير', 'وانا', 'تحت', 'امركم', 'لاجابه', 'علي', 'اي', 'تساؤل', 'قد', 'سقط', 'سهوا', 'توضيحه', 'فيما', 'كتبت']",Not Given
2/16/2020 21:47,في اكتتاب ارامكو شريت اسهم وقلت بصير احد الهوامير الزبده الحين ادور الستر : ,1.23e+18,Negative,Not Given,في اكتاب ارامكو شريت اسهم وقلت بصير احد الهوامير الزبده الحين ادور الستر ,"['في', 'اكتاب', 'ارامكو', 'شريت', 'اسهم', 'وقلت', 'بصير', 'احد', 'الهوامير', 'الزبده', 'الحين', 'ادور', 'الستر']",Not Given
2/16/2020 21:23,"#تقارير_الاقتصادية | - ارتفاع التسهيلات المستخدمة في سوق الأسهم إلى 7.56 مليار ريال بنهاية الربع الرابع - سجلت أعلى مستوى في 3 أعوام تزامنا مع اكتتاب ""أرامكو"" http://www.aleqt.com/2020/02/16/article_1763921.html #انفوجرافيك_الاقتصادية",1.23e+18,Positive,Riyadh \ K.S.A ,تقاريرالاقتصاديه ارتفاع التسهيلات المستخدمه في سوق الاسهم الي 756 مليار ريال بنهايه الربع الرابع سجلت اعلي مستوي في 3 اعوام تزامنا مع اكتاب ارامكو انفوجرافيكالاقتصاديه,"['تقاريرالاقتصاديه', 'ارتفاع', 'التسهيلات', 'المستخدمه', 'في', 'سوق', 'الاسهم', 'الي', '756', 'مليار', 'ريال', 'بنهايه', 'الربع', 'الرابع', 'سجلت', 'اعلي', 'مستوي', 'في', '3', 'اعوام', 'تزامنا', 'مع', 'اكتاب', 'ارامكو', 'انفوجرافيكالاقتصاديه']",Other Country
